verb,agency,power
upset,agency_pos,power_agent
urge,agency_pos,power_equal
use,agency_pos,power_agent
usher,agency_equal,power_agent
utter,agency_pos,power_equal
value,agency_neg,power_theme
vanish,agency_neg,
vary,agency_neg,
vault,agency_pos,power_agent
veer,agency_pos,
vent,agency_pos,power_equal
venture,agency_pos,
verify,agency_equal,power_agent
veto,agency_pos,power_agent
vibrate,agency_pos,power_agent
view,agency_neg,power_equal
violate,agency_pos,power_agent
visit,agency_pos,power_theme
voice,agency_pos,power_equal
volunteer,agency_pos,power_equal
vote,agency_pos,power_theme
wad,agency_pos,power_agent
wag,agency_pos,power_agent
wail,agency_neg,
wait,agency_neg,power_theme
wake,agency_pos,power_agent
walk,agency_pos,power_agent
wall,agency_pos,power_agent
waltz,agency_pos,
wander,agency_neg,
want,agency_neg,power_theme
warm,agency_pos,power_agent
warn,agency_pos,power_agent
warrant,agency_equal,power_agent
wash,agency_pos,power_agent
waste,agency_equal,power_agent
watch,agency_equal,power_agent
water,agency_pos,power_agent
waver,agency_equal,
wave,agency_pos,power_equal
weaken,agency_pos,power_agent
wear,agency_pos,power_agent
weather,agency_pos,power_theme
weave,agency_pos,power_agent
wedge,agency_pos,power_agent
weep,agency_neg,
weigh,agency_equal,power_agent
welcome,agency_pos,power_equal
weld,,power_agent
well,agency_equal,
wet,agency_pos,power_agent
whack,agency_pos,power_agent
wheel,agency_pos,power_agent
wheeze,agency_equal,
whimper,agency_neg,
whine,agency_equal,
whip,agency_pos,power_agent
whirl,agency_pos,power_agent
whir,agency_pos,
whisk,agency_pos,power_agent
whisper,agency_pos,power_equal
whistle,agency_pos,
whoop,agency_equal,
widen,agency_pos,power_agent
wield,agency_pos,power_agent
wiggle,agency_pos,power_equal
will,agency_pos,power_agent
wince,agency_neg,
wind,agency_pos,power_agent
wink,agency_equal,
win,agency_pos,power_agent
wipe,agency_pos,power_agent
wire,agency_pos,power_agent
wish,agency_neg,power_theme
withdraw,agency_pos,power_agent
wither,agency_neg,
withhold,agency_pos,power_agent
witness,agency_neg,power_theme
wobble,agency_neg,
wonder,agency_neg,power_theme
work,agency_pos,
worry,agency_neg,power_equal
worsen,agency_pos,power_agent
worship,agency_pos,power_theme
wound,agency_pos,power_agent
wrack,agency_pos,power_equal
wrap,agency_pos,power_equal
wreck,agency_pos,power_agent
wrench,agency_pos,
wrestle,agency_pos,
wriggle,agency_pos,
wring,agency_pos,power_agent
write,agency_pos,power_agent
writhe,agency_equal,
yank,agency_pos,power_agent
yawn,agency_equal,
yell,agency_pos,
yelp,agency_pos,
yield,agency_equal,power_agent
zap,agency_pos,power_agent
zip,agency_pos,
zoom,agency_pos,
